등록기관,종별,의료기관명,전화번호,소재지(지번),소재지(도로명),인허가일자
전라남도 여수시 보건소,치과의원,e-편한치과의원,061-651-2279,전남 여수시 여서동 491-5,"전라남도 여수시 여서로 168, 3층 (여서동)",1992-06-22
전라남도 순천시 보건소,한의원,월수금한의원,061-726-5566,전라남도 순천시 행동 45번지 1호 1층,"전라남도 순천시 행중길 17, 1층 (행동)",2009-10-26
전라남도 보성군 보건소,치과의원,보일치과의원,061-852-2879,,"전라남도 보성군 보성읍 현충로 92-20, 2층",2013-01-11
전라남도 보성군 보건소,한의원,다온한의원,061-853-7582,,전라남도 보성군 복내면 송재로 1830-1,2016-05-23
전라남도 여수시 보건소,한의원,경희길한의원,061-651-8875,,"전라남도 여수시 여서1로 84, 2층 (여서동)",2005-04-15
전라남도 여수시 보건소,의원,황영섭마취통증의학과의원,061-684-6200,전라남도 여수시 학동 68-31,"전라남도 여수시 시청로 7, 4층 (학동)",2010-07-08
전라남도 영광군 보건소,의원,영광미래의원,061-352-1475,전라남도 영광군 영광읍 신하리 4-5,전라남도 영광군 영광읍 신남로 186-29,2010-02-26
전라남도 순천시 보건소,한의원,경희다나을한의원,061-725-7700,,"전라남도 순천시 봉화2길 87, 2층 (조례동)",2012-09-11
전라남도 순천시 보건소,치과의원,스마일치과의원,061-751-1188,전라남도 순천시 용당동 577 402호,"전라남도 순천시 용당삼산로 18, 4층 402호 (용당동)",2021-11-01
전라남도 여수시 보건소,한의원,율촌한의원,061-685-7582,,"전라남도 여수시 율촌면 당머리길 9, 1층",2003-05-28
전라남도 영광군 보건소,의원,복음내과의원,061-351-0124,,전라남도 영광군 영광읍 옥당로 155,1996-11-12
전라남도 목포시 보건소,의원,나한식내과의원,061-278-6800,전라남도 목포시 산정동 1080-225번지 2층,"전라남도 목포시 자유로 41, 2층 (산정동)",1992-01-29
전라남도 목포시 보건소,의원,박창현내과의원,061-277-2456,전라남도 목포시 산정동 1784-10번지,전라남도 목포시 청호로 128-1 (산정동),1997-01-27
전라남도 영암군 보건소,부속의원,HD현대삼호 부속의원,061-460-2493,전라남도 영암군 삼호읍 용당리 2172-5 현대삼호중공업,"전라남도 영암군 삼호읍 대불로 93, HD현대삼호 건강증진센터 2,3층",2022-04-20
전라남도 무안군 보건소,의원,위드유 이비인후과의원,061-283-3900,전라남도 무안군 일로읍 오룡리 122 위드유타워202호203호 204호,"전라남도 무안군 일로읍 오룡번영3로 40, 위드유타워 2층 202호203호204호",2021-11-19
전라남도 광양시 보건소,한의원,햇살한의원,061-792-1066,전라남도 광양시 중동 1676번지 16호 (2층),"전라남도 광양시 광장로 130, 2층 (중동)",2010-06-03
전라남도 완도군 보건의료원,한의원,청산한의원,061-555-0259,전라남도 완도군 청산면 도청리 1025번지 청산한의원,"전라남도 완도군 청산면 청산로 1592, 청산한의원",2018-02-13
전라남도 순천시 보건소,의원,세종소아청소년과의원,061-723-7177,"전라남도 순천시 해룡면 상삼리 648번지 10호 (1, 2층)","전라남도 순천시 해룡면 조례못등길 121, 1, 2층",1997-02-14
전라남도 여수시 보건소,의원,베스트피부과의원,061-651-7542,전라남도 여수시 여서동 228번지 1호,전라남도 여수시 여서1로 54 (여서동),2012-10-15
전라남도 여수시 보건소,의원,이승철신경과의원,061-644-6677,전라남도 여수시 학동 85-23,"전라남도 여수시 망마로 40, 3층 (학동)",2016-12-16
전라남도 광양시 보건소,치과의원,함께하는치과의원,061-798-7000,,"전라남도 광양시 백운로 1638-11, 1층 (금호동, 백운메디칼센터)",2001-08-21
전라남도 순천시 보건소,의원,드림내과의원,061-720-9500,,"전라남도 순천시 순광로 14, 외1필지동 (조례동)",2006-09-25
전라남도 화순군 보건소,치과의원,화순치과의원,061-374-7566,전라남도 화순군 화순읍 향청리 144-7 화순 새마을금고,"전라남도 화순군 화순읍 자치샘로 35, 화순 새마을금고 3층",1995-12-01
전라남도 순천시 보건소,치과의원,오천하나로치과의원,061-743-2879,전라남도 순천시 남정동 10 순천원예농업협동조합,"전라남도 순천시 남산로 46, 순천원예농업협동조합 2층 3호 (남정동)",2024-07-23
전라남도 영광군 보건소,치과의원,이플란트치과의원,061-872-8200,,전라남도 영광군 영광읍 옥당로 169,2016-10-24
전라남도 목포시 보건소,의원,새유달의원,061-278-2881,전라남도 목포시 용당동 1055-12,"전라남도 목포시 영산로 253, 2층 (용당동)",2016-04-11
전라남도 담양군 보건소,한의원,대나무한의원,061-381-7550,전라남도 담양군 담양읍 천변리 127-1,전라남도 담양군 담양읍 추성로 1300,2011-07-13
전라남도 화순군 보건소,한의원,화순남산한의원,061-375-7510,,전라남도 화순군 화순읍 중앙로 33,2016-05-25
전라남도 순천시 보건소,한의원,진흥한의원,061-742-1175,전라남도 순천시 저전동 229번지 16호,"전라남도 순천시 중앙로 13, 1층 (저전동)",1996-10-08
전라남도 영광군 보건소,한의원,염산정든한의원,061-353-1076,,전라남도 영광군 염산면 천년로 15-2,2007-11-16
전라남도 장흥군 보건소,한의원,청룡한의원,061-862-2022,,전라남도 장흥군 장흥읍 흥성로 78,2000-12-01
전라남도 여수시 보건소,한의원,장수한의원,061-682-8275,전라남도 여수시 소라면 덕양리 1042번지 46호,전라남도 여수시 소라면 덕양로 394-1,2009-03-31
전라남도 순천시 보건소,한의원,부부한의원,061-753-0753,전라남도 순천시 조례동 975-17,"전라남도 순천시 신월큰길 7, 2층 (조례동)",2013-07-11
전라남도 장흥군 보건소,한의원,장흥한의원,061-864-3119,,전라남도 장흥군 장흥읍 동교1길 27,2002-05-06
전라남도 여수시 보건소,한의원,장한의원,061-666-1001,전남 여수시 중앙동 652,전라남도 여수시 통제영4길 12-1 (중앙동),1985-08-19
전라남도 완도군 보건의료원,,완도군청산면보건지소,061-550-5658,전라남도 완도군 청산면 도청리 1173번지 10호,전라남도 완도군 청산면 청산로 40,1984-06-07
전라남도 완도군 보건의료원,,완도군군외면보건지소,061-550-6814,전라남도 완도군 군외면 원동리 195-3 군외보건지소,"전라남도 완도군 군외면 원동1길 58, 군외보건지소",1987-09-13
전라남도 완도군 보건의료원,,완도군노화읍 넙도보건지소,061-550-6888,전라남도 완도군 노화읍 내리 420번지 3호,전라남도 완도군 노화읍 넙도길 278,2017-07-04
전라남도 완도군 보건의료원,의원,한국의원,061-554-1175,,전라남도 완도군 신지면 신지로 561,2009-07-22
전라남도 완도군 보건의료원,,완도군금당면보건지소,061-550-5660,전라남도 완도군 금당면 차우리 677번지 2호,전라남도 완도군 금당면 금당로 50,1987-06-07
전라남도 목포시 보건소,치과의원,우리치과의원,061-262-2875,,"전라남도 목포시 연산백련로 4-6, 2층 (연산동)",2014-04-24
전라남도 순천시 보건소,의원,감동성형외과의원,061-722-0220,전라남도 순천시 해룡면 복성리 596-2 씨에스컨티넨탈,"전라남도 순천시 해룡면 순광로 234-9, 씨에스컨티넨탈 가동 2층",2022-06-30
전라남도 진도군 보건소,한의원,미래한의원,061-542-1075,전라남도 진도군 진도읍 남동리 500번지,전라남도 진도군 진도읍 남문길 35,2009-02-02
전라남도 무안군 보건소,,무안군보건소,061-450-5014,전라남도 무안군 무안읍 성남리 813-2 무안군 보건소,"전라남도 무안군 무안읍 면성1길 128, 무안군 보건소",1963-01-01
전라남도 함평군 보건소,의원,소금의원,061-324-7975,전라남도 함평군 학교면 사거리 621-22,전라남도 함평군 학교면 사거리길 11,2016-01-04
전라남도 영광군 보건소,의원,중앙외과의원,061-356-3971,,전라남도 영광군 법성면 진굴비길 82-3,1995-10-14
전라남도 영광군 보건소,,군서보건지소,061-353-5514,,전라남도 영광군 군서면 군서로2길 64,1987-12-01
전라남도 담양군 보건소,치과의원,김치과의원,061-383-2828,전라남도 담양군 담양읍 천변리 184-3,"전라남도 담양군 담양읍 천변7길 14, 1층",1996-06-29
전라남도 화순군 보건소,치과의원,한양화이트 치과의원,061-371-2727,전라남도 화순군 화순읍 향청리 85번지 2호,"전라남도 화순군 화순읍 자치샘로 36, 4층",2020-04-10
전라남도 완도군 보건의료원,한의원,장수당한의원,061-553-1075,전라남도 완도군 완도읍 군내리 1230,전라남도 완도군 완도읍 개포로130번길 20,2013-10-29
전라남도 목포시 보건소,의원,한솔비뇨기과의원,061-244-5334,전라남도 목포시 명륜동 9-8,"전라남도 목포시 영산로 89, 2,3층 (명륜동)",2001-07-23
전라남도 순천시 보건소,한의원,미올한의원,061-811-2575,,"전라남도 순천시 왕지1길 19, 2층 (왕지동)",2017-01-04
전라남도 강진군 보건소,한의원,마량한의원,061-432-1088,전라남도 강진군 마량면 마량리 987-70,전라남도 강진군 마량면 마량4길 20,2017-04-17
전라남도 목포시 보건소,치과의원,유민기한마음치과의원,061-282-2804,전라남도 목포시 상동 889 센트럴메디파크,"전라남도 목포시 백년대로 298, 센트럴메디파크 3층 (상동)",2022-03-25
전라남도 함평군 보건소,의원,좋은생각 정신건강의학과의원,061-322-1119,,"전라남도 함평군 함평읍 중앙길 80, 1층",2022-03-17
전라남도 목포시 보건소,의원,신통의원,061-274-8275,전라남도 목포시 산정동 1789-40,전라남도 목포시 청호로 98(산정동),2005-02-14
전라남도 순천시 보건소,의원,더미라클의원,061-811-0091~1,전라남도 순천시 조례동 1721-8,"전라남도 순천시 이수로 315, 4층 (조례동)",2021-04-02
전라남도 여수시 보건소,의원,아라이비인후과의원,061-685-5500,전라남도 여수시 학동 68-20 우리은행,"전라남도 여수시 시청로 19, 우리빌딩 3층 (학동)",2022-03-29
전라남도 광양시 보건소,의원,광양안과의원,061-794-9901,전라남도 광양시 중동 1636-4,전라남도 광양시 중마중앙로 77(중동),2002-04-29
전라남도 담양군 보건소,한의원,우리한의원,061-381-0128,전라남도 담양군 담양읍 천변리 180-12,전라남도 담양군 담양읍 중앙로 25,2022-03-31
전라남도 장흥군 보건소,한의원,강찬한의원,061-864-0297,,전라남도 장흥군 장흥읍 예양2길 44,2014-09-29
전라남도 순천시 보건소,치과의원,닥터송치과의원,061-723-2879,,"전라남도 순천시 안산길 6, 201호 (연향동, 미림프라자)",2000-04-25
전라남도 장흥군 보건소,의원,김성훈이비인후과의원,061-864-5075,전라남도 장흥군 장흥읍 건산리 207-24,"전라남도 장흥군 장흥읍 남부관광로 33-1, 2층",2002-04-17
전라남도 장흥군 보건소,한의원,회진한의원,061-867-6668,전라남도 장흥군 회진면 회진리 1901번지 23호,전라남도 장흥군 회진면 회진로 439,2013-09-25
전라남도 무안군 보건소,치과의원,e플란트치과의원,061-281-8275,전라남도 무안군 삼향읍 남악리 2097번지,"전라남도 무안군 삼향읍 남악2로74번길 39, 301, 302호 (광일프라자)",2010-12-27
전라남도 나주시 보건소,의원,서울이비인후과의원,061-336-3555,전라남도 나주시 빛가람동 189-2,"전라남도 나주시 전력로 2, 4층 (빛가람동)",2021-08-26
전라남도 순천시 보건소,치과의원,김미정치과의원,061-744-2828,전라남도 순천시 조례동 1316번지,전라남도 순천시 이수로 276 (조례동),1997-04-22
전라남도 신안군 보건소,한의원,비금도초한의원,061-262-8036,전라남도 신안군 비금면 덕산리 145-48,"전라남도 신안군 비금면 서남문로 803, 1층",2021-04-19
전라남도 광양시 보건소,치과의원,드림아이치과의원,061-792-2879,,"전라남도 광양시 공영로 74, 2층 (중동)",2008-02-12
전라남도 순천시 보건소,의원,(의) 열린의료재단 정다운의원,061-725-7565~6,전라남도 순천시 조례동 593-1,"전라남도 순천시 봉화3길 14-32, 4~5층 (조례동)",2010-07-15
전라남도 순천시 보건소,의원,더밝은안과의원,061-727-2000,전라남도 순천시 조례동 1722-13,"전라남도 순천시 이수로 321, 4~5층 (조례동)",2017-11-27
전라남도 순천시 보건소,한의원,대동한의원,061-722-1075,전라남도 순천시 연향동 1342번지 5호 (5층),전라남도 순천시 연향번영길 102 (연향동),2011-03-07
전라남도 순천시 보건소,의원,장비뇨기과의원,061-725-0070,전라남도 순천시 조례동 1719번지 13호,전라남도 순천시 이수로 295 (조례동),1990-07-10
전라남도 여수시 보건소,한의원,푸른솔한의원,061-653-3221,,전라남도 여수시 여서로 162 (여서동),2003-09-16
전라남도 진도군 보건소,한의원,사랑애한의원,061-544-2765,,전라남도 진도군 진도읍 진도대로 7143-4,2010-04-26
전라남도 여수시 보건소,의원,임의원,061-655-0006,전라남도 여수시 문수동 113-2(2층),"전라남도 여수시 문수로 96, 2층 (문수동)",1975-09-03
전라남도 순천시 보건소,치과의원,본치과의원,061-752-0100,전라남도 순천시 조곡동 353-48,"전라남도 순천시 둑실1길 7, 1-2층 (조곡동)",2022-05-26
전라남도 무안군 보건소,치과의원,밝은미소치과의원,061-282-7528,"전라남도 무안군 삼향읍 남악리 2320 펠리시티5차 리버뷰, 221호 222호","전라남도 무안군 삼향읍 남악로 267, 221호,222호호 (펠리시티5차 리버뷰)",2022-06-08
전라남도 여수시 보건소,한의원,옥주한의원,,전라남도 여수시 소라면 죽림리 1226-3,"전라남도 여수시 소라면 죽림로 19, 2층",2020-04-06
전라남도 목포시 보건소,한의원,경희한의원,061-284-7979,전라남도 목포시 상동 850번지 1호,전라남도 목포시 비파로 107 (상동),1999-03-03
전라남도 여수시 보건소,치과의원,박노승치과의원,061-691-7528,전라남도 여수시 학동 12-10,"전라남도 여수시 시청로 57, 3층 (학동)",2002-04-19
전라남도 여수시 보건소,치과의원,서지현치과의원,061-684-2275,전라남도 여수시 학동 84-5 준빌딩,"전라남도 여수시 망마로 39, 준빌딩 4층 (학동)",2022-06-09
전라남도 순천시 보건소,치과의원,연세플랜치과의원,061-725-2275,전라남도 순천시 조례동 593-1,"전라남도 순천시 봉화3길 14-32, 5층 (조례동)",2022-06-17
전라남도 순천시 보건소,치과의원,하이덴치과의원,061-752-7000,전라남도 순천시 조례동 1558-55,"전라남도 순천시 신월큰길 1-4, 6층 (조례동)",2022-05-26
전라남도 광양시 보건소,치과의원,제철다나치과의원,061-913-2080,전라남도 광양시 금호동 624-19 기가타운,"전라남도 광양시 희망길 12-7, 기가타운 209호 (금호동)",2017-04-17
전라남도 순천시 보건소,치과의원,강남더밝은치과의원,061-722-2804,전라남도 순천시 왕지동 860-2,"전라남도 순천시 왕지로 35, 2층 (왕지동)",2022-06-22
전라남도 나주시 보건소,의원,마리엠산부인과의원,061-930-7677,,"전라남도 나주시 빛가람로 740, 한빛타워 701,702호 (빛가람동)",2018-03-02
전라남도 여수시 보건소,부속의원,(주)LG화학부속의원,061-680-1104,전라남도 여수시 화치동 70-1 LG화학(주),"전라남도 여수시 여수산단2로 55, LG화학(주) (화치동)",2022-06-15
전라남도 여수시 보건소,의원,소문난내과의원,061-641-1211,전라남도 여수시 서교동 542 성흔빌딩,"전라남도 여수시 남산로 126, 성흔빌딩 4층 (서교동)",2022-02-14
전라남도 여수시 보건소,의원,강마리아산부인과의원,061-661-0365,전라남도 여수시 충무동 621-16,"전라남도 여수시 중앙로 27, 4층 (충무동)",2023-02-23
전라남도 여수시 보건소,한의원,자연한의원,061-691-8275,,"전라남도 여수시 무선로 28, 2층 201호 (학동)",2017-07-21
전라남도 화순군 보건소,의원,속플러스내과의원,061-374-7588,전라남도 화순군 화순읍 향청리 125,전라남도 화순군 화순읍 진각로 125,2022-07-05
전라남도 나주시 보건소,,나주시보건소동강지소,061-335-4741,전라남도 나주시 동강면 인동리 369-3 동강면사무소,"전라남도 나주시 동강면 인동길 28, 동강면사무소",1972-03-01
전라남도 강진군 보건소,한의원,상생한의원,061-434-7522,전라남도 강진군 강진읍 남성리 18번지,전라남도 강진군 강진읍 영랑로4길 12,2006-04-17
전라남도 고흥군 보건소,한의원,도화한의원,061-833-0842,전라남도 고흥군 도화면 당오리,전라남도 고흥군 도화면 중심길 27-11,2007-05-22
전라남도 광양시 보건소,의원,나성규신경과의원,061-791-0719,전라남도 광양시 중동 1758-13,전라남도 광양시 발섬5길 5(중동),2016-08-23
전라남도 나주시 보건소,치과의원,해와달치과의원,061-331-2879,,"전라남도 나주시 전력로 2, 5층 502-506호 (빛가람동)",2015-04-30
전라남도 광양시 보건소,의원,제일신경외과의원,061-794-7585,,"전라남도 광양시 중마중앙로 55, 2층 (중동)",2013-04-08
전라남도 고흥군 보건소,치과의원,즐거운치과의원,061-842-7528,전라남도 고흥군 도양읍 봉암리 2695-15,"전라남도 고흥군 도양읍 녹동남촌1길 6-1, (2층)",2001-09-17
전라남도 순천시 보건소,의원,베다내과의원,061-722-3500,전라남도 순천시 해룡면 신대리 1987-1,전라남도 순천시 해룡면 신대4길 4-25,2022-07-28
전라남도 신안군 보건소,한의원,신안인한의원,061-275-1075,전라남도 신안군 비금면 덕산리 137-45,전라남도 신안군 비금면 서남문로 774,2011-08-05
전라남도 해남군 보건소,한의원,원광한의원,061-534-7975,,전라남도 해남군 해남읍 해남로 4,2012-11-14
전라남도 영암군 보건소,한의원,현대한의원,061-462-1075,,전라남도 영암군 삼호읍 신항로 63-12 (한마음회관),2005-01-25
전라남도 해남군 보건소,한의원,약손한의원,061-534-7355,"전라남도 해남군 황산면 남리리 1번지 3호 7-1,477-3",전라남도 해남군 황산면 시등로 85-1,2003-11-10
전라남도 신안군 보건소,한의원,압해한의원,061-271-7588,전라남도 신안군 압해읍 학교리 654-1,전라남도 신안군 압해읍 압해로 861,2006-04-17
전라남도 곡성군 보건의료원,,곡성군보건의료원,061-362-4000,,전라남도 곡성군 곡성읍 곡성로 854,1989-05-20
전라남도 영암군 보건소,치과의원,삼호치과의원,061-462-7528,전라남도 영암군 용앙리 329번지,전라남도 영암군 삼호읍 삼호중앙로 180,2009-09-09
전라남도 담양군 보건소,치과의원,창평성심치과의원,061-382 7575,전라남도 담양군 창평면 창평리 265,"전라남도 담양군 창평면 의병로 135, 2층",2004-07-29
전라남도 여수시 보건소,의원,우리들정형외과의원,061-641-9492,전라남도 여수시 국동 1-7 대흥약국빌딩,"전라남도 여수시 신월로 692, 대흥약국빌딩 3,6층 (국동)",2024-07-03
전라남도 순천시 보건소,한의원,홍대영한의원,061-751-1075,전라남도 순천시 매곡동 124번지 7호 1층,"전라남도 순천시 중앙로 146-1, 1층 (매곡동)",2018-07-16
전라남도 고흥군 보건소,치과의원,김치과의원,061-844-2875,전라남도 고흥군 도양읍 봉암리,전라남도 고흥군 도양읍 녹동남촌1길 12,2004-09-02
전라남도 담양군 보건소,의원,창평성심의원,061-383-5587,전라남도 담양군 창평면 창평리 265번지,전라남도 담양군 창평면 의병로 135,1992-02-27
전라남도 화순군 보건소,의원,화순고인돌정형외과의원,061-373-7575,전라남도 화순군 화순읍 향청리 9-3,"전라남도 화순군 화순읍 중앙로 69, 3층 301호",2022-08-08
전라남도 여수시 보건소,치과의원,신세계치과의원,061-663-7528,전라남도 여수시 덕충동 2042번지 1호,"전라남도 여수시 박람회길 38, 2층 (덕충동)",2014-08-13
전라남도 목포시 보건소,한의원,마디척한의원,061-282-7275,전라남도 목포시 상동 881번지 7호,전라남도 목포시 백년대로 338 (상동),2017-11-22
전라남도 고흥군 보건소,의원,도덕행복의원,061-843-3075,전라남도 고흥군 도덕면 신양리 947-1,전라남도 고흥군 도덕면 학동2길 19,2022-03-10
전라남도 영암군 보건소,치과의원,삼호준치과의원,061-463-2875,전라남도 영암군 삼호읍 용앙리 1113-2,전라남도 영암군 삼호읍 대불주거로 146,2023-05-04
전라남도 순천시 보건소,한의원,조한의원,061-743-8868,전라남도 순천시 풍덕동 1260번지 6호 (2층),"전라남도 순천시 팔마로 47, 2층 (풍덕동)",2004-05-07
전라남도 순천시 보건소,의원,한전국마취통증의학과의원,061-752-7562,전라남도 순천시 장천동 28번지 17호,"전라남도 순천시 중앙로 10, 6층 (장천동, 김안과의원)",2003-07-08
전라남도 무안군 보건소,의원,삼성연합의원,061-285-7533,전라남도 무안군 일로읍 월암리 186번지 93호 경동보일러,전라남도 무안군 일로읍 일로로 77,2016-04-28
전라남도 광양시 보건소,한의원,광혜당한의원,061-791-4600,전라남도 광양시 금호동 624-19 기가타운,"전라남도 광양시 희망길 12-7, 기가타운 205호 (금호동)",2006-05-29
전라남도 목포시 보건소,치과의원,우리가족치과의원,061-282-8228,전라남도 목포시 석현동 1170-26,"전라남도 목포시 석현로 2, 5층 502호 (석현동)",2022-10-05
전라남도 목포시 보건소,한의원,현대한의원,061-277-0175,전라남도 목포시 용해동 761번지 1호,"전라남도 목포시 양을로 264, 2,3층 (용해동)",2003-10-08
전라남도 강진군 보건소,의원,우리들내과의원,061-433-8275,전라남도 강진군 강진읍 서성리 12,전라남도 강진군 강진읍 중앙로 95,2007-01-08
전라남도 나주시 보건소,한의원,제일한의원,061-332-0300,전라남도 나주시 중앙동 98번지2호,전라남도 나주시 동점문길 2-1 (중앙동),2003-04-30
전라남도 광양시 보건소,한의원,광양광동한의원,061-763-6675,전라남도 광양시 광양읍 덕례리 1663-10,전라남도 광양시 광양읍 서산2길 32-5,1998-02-04
전라남도 고흥군 보건소,의원,동강의원,061-833-8988,전라남도 고흥군 동강면 유둔리 195-9,"전라남도 고흥군 동강면 고흥로 4260, 1층",1994-10-14
전라남도 영광군 보건소,의원,김안과의원,061-352-8375,전라남도 영광군 영광읍 신하리 10-1,"전라남도 영광군 영광읍 신남로 180, 2층",2022-04-21
전라남도 영광군 보건소,한의원,영광효한의원,061-351-5353,전라남도 영광군 영광읍 단주리 581번지 12호,전라남도 영광군 영광읍 백산길 7-1,2010-05-06
전라남도 나주시 보건소,한의원,호수한의원,061-930-3412,전라남도 나주시 빛가람동 338-1,"전라남도 나주시 중야2길 29, 202호 (빛가람동)",2022-11-25
전라남도 함평군 보건소,치과의원,월야치과의원,061-323-2828,전라남도 함평군 월야면 월야리 463-3,"전라남도 함평군 월야면 밀재로 1516, 2층",2018-09-27
전라남도 고흥군 보건소,한의원,동의보감한의원,061-835-3383,,전라남도 고흥군 고흥읍 여산당촌길 2,2017-01-02
,한의원,백제한의원,061-393-9194,전남장성군장성읍영천리 1019-2,전라남도 장성군 장성읍 영천로 187,1997-01-08
전라남도 구례군 보건의료원,한의원,혜미원한의원,061-781-1075,구례군구례읍봉동리289-1,전라남도 구례군 구례읍 중앙로 26,2006-05-23
전라남도 광양시 보건소,한의원,표준한의원,061-795-7755,전라남도 광양시 중동 1386번지 1호,"전라남도 광양시 중마로 183, 2층 (중동)",2009-08-03
전라남도 목포시 보건소,한의원,명인당한의원,061-273-1112,,"전라남도 목포시 자유로 117, 2층 (산정동)",2009-09-29
전라남도 목포시 보건소,한의원,감초한의원,061-244-0075,전라남도 목포시 명륜동 2번지 8호 2-2,"전라남도 목포시 영산로121번길 3, 1,2층 (명륜동)",2005-04-01
전라남도 순천시 보건소,한의원,지리산쌍계한의원,061-721-0012,전라남도 순천시 왕지동 873번지 4호 2층,"전라남도 순천시 왕지2길 13-7, 2층 (왕지동)",2018-06-08
전라남도 영광군 보건소,한의원,법성한의원,061-356-0006,,전라남도 영광군 법성면 진굴비길 47-1,2021-04-16
전라남도 곡성군 보건의료원,한의원,원광한의원,061-362-2600,전라남도 곡성군 곡성읍 읍내리 339번지,전라남도 곡성군 곡성읍 중앙로 101-1,1996-04-30
전라남도 강진군 보건소,한의원,후생한의원,061-432-1310,,전라남도 강진군 병영면 병영성로 105,2017-03-03
전라남도 목포시 보건소,한의원,김용성한의원,061-281-3375,전라남도 목포시 옥암동 976번지 2호,전라남도 목포시 삼향천로 106-6 (옥암동),2013-10-24
전라남도 나주시 보건소,의원,한걸음 정신건강의학과 의원,061-820-7365,전라남도 나주시 성북동 138-49,"전라남도 나주시 나주로 205, 우성메디컬빌딩 303호 (성북동)",2022-12-15
전라남도 무안군 보건소,한의원,튼튼 한의원,061-453-0075,,"전라남도 무안군 무안읍 무안중앙로 10, 2층",2015-04-13
전라남도 화순군 보건소,한의원,화순효사랑한의원,061-371-8700,전라남도 화순군 화순읍 향청리 137번지 2호,전라남도 화순군 화순읍 자치샘로 37,2005-07-25
전라남도 광양시 보건소,한의원,우리들한의원,061-794-5938,,전라남도 광양시 중마중앙로 56 (중동),1999-02-01
전라남도 무안군 보건소,치과의원,한치과의원,061-453-2275,전라남도 무안군 무안읍 성남리 76-15 국제기계종합상사,"전라남도 무안군 무안읍 면성1길 107, 국제기계종합상사 2층",2013-04-29
전라남도 나주시 보건소,한의원,바른부부한의원,061-332-1075,전라남도 나주시 빛가람동 348-1 씨티원 빌딩,"전라남도 나주시 빛가람로 676, 씨티원 빌딩 303,304호 (빛가람동)",2021-04-16
전라남도 영암군 보건소,한의원,이화당한의원,,,"전라남도 영암군 학산면 독천로 194, 102호",2016-08-16
전라남도 고흥군 보건소,한의원,경희한의원,061-842-0900,,전라남도 고흥군 도양읍 녹동남촌1길 29,2017-05-26
전라남도 영광군 보건소,한의원,으뜸한의원,061-351-7525,,전라남도 영광군 영광읍 옥당로 153,2017-04-13
전라남도 순천시 보건소,치과의원,즐거운치과의원,061-721-0330,전라남도 순천시 조례동 1721번지 8호 3층,"전라남도 순천시 이수로 315, 3층 (조례동)",2001-12-21
전라남도 여수시 보건소,한의원,한빛한의원,061-683-0777,,전라남도 여수시 쌍봉로 47 (학동),2002-05-03
전라남도 여수시 보건소,한의원,조은한의원,061-663-1075,,"전라남도 여수시 중앙로 21, 3층 (충무동)",2007-07-04
전라남도 여수시 보건소,치과의원,성 치과의원,061-810-3003,,"전라남도 여수시 여문1로 46-1, 성치과 의원 (여서동)",2021-09-16
전라남도 여수시 보건소,한의원,호남한의원,061-691-3737,,전라남도 여수시 무선로 24 (학동),2009-01-23
전라남도 나주시 보건소,한의원,다편한 한의원,061-334-1275,전라남도 나주시 빛가람동 330번지 3호,"전라남도 나주시 그린로 339, 4층 401호 (빛가람동, 리버빌딩)",2015-10-07
전라남도 순천시 보건소,한의원,송인한의원,061-753-2735,전라남도 순천시 저전동 35번지 7호 1층,"전라남도 순천시 중앙로 75, 1층 (저전동)",2018-11-08
전라남도 순천시 보건소,한의원,뉴로영진한의원,061-723-1075,,"전라남도 순천시 왕지2길 4-20, 1층 (왕지동)",1995-11-13
전라남도 여수시 보건소,,개도보건지소,061-659-1751,전라남도 여수시 화정면 개도리 504번지 1호,전라남도 여수시 화정면 개도화산1길 8,2000-01-01
전라남도 여수시 보건소,한의원,여수한방한의원,061-663-7575,,"전라남도 여수시 봉산남8길 14, 2층 (봉산동)",2020-06-25
전라남도 보성군 보건소,한의원,보성한의원,061-853-4321,,전라남도 보성군 보성읍 현충로 80,2010-01-25
전라남도 강진군 보건소,한의원,강진한의원,061-433-9191,전라남도 강진군 강진읍 평동리 231번지 금호상가,"전라남도 강진군 강진읍 중앙로 88, 금호상가 2층 211호",2018-03-30
전라남도 목포시 보건소,한의원,목포한의원,061-245-1075,전라남도 목포시 호남동 91번지,전라남도 목포시 영산로 138 (호남동),2001-01-05
전라남도 영광군 보건소,한의원,원광선침한의원,061-353-0053,전라남도 영광군 영광읍 신하리 11-2 신하빌딩,"전라남도 영광군 영광읍 신남로 178, 신하빌딩 1층 102호",2011-04-01
전라남도 영암군 보건소,한의원,신북중앙한의원,061-471-7581,,전라남도 영암군 신북면 예향로 2538,2004-04-23
전라남도 영광군 보건소,한의원,영광우리한의원,061-353-0975,전라남도 영광군 영광읍 남천리 310번지,전라남도 영광군 영광읍 천년로 1503,2014-02-07
전라남도 영암군 보건소,한의원,기찬한의원,061-471-9413,,전라남도 영암군 영암읍 남문밖길 1,2002-05-17
전라남도 영광군 보건소,한의원,기독한의원,061-351-4214,,"전라남도 영광군 영광읍 옥당로 154, 2층",2005-04-28
전라남도 순천시 보건소,,송광보건지소,061-749-6022,전라남도 순천시 송광면 이읍리 1334번지 6호,전라남도 순천시 송광면 쌍향수길 1338,1987-10-01
전라남도 화순군 보건소,한의원,효산한의원,061-374-7570,전라남도 화순군 도곡면 효산리 722-3,전라남도 화순군 도곡면 효자2길 42-6,2022-06-28
